id,day,month,title,description
9103d59b-5f1a-4a7a-9fdf-fc7c40d480d7,12,Μάρτιος,Παγκόσμια Ημέρα κατά της Λογοκρισίας στο Διαδίκτυο,
9183c6ae-14af-4938-b628-a9764f3c95ac,15,Μάρτιος,Παγκόσμια Ημέρα κατά της Αστυνομικής Βαρβαρότητας,
92a3ff53-77a2-46dd-b59d-e33977995d1d,19,Μάιος,Ημέρα Μνήμης της Γενοκτονίας των Ελλήνων του Πόντου,
932ab480-4f68-4d7e-91da-88bbb9a4202b,25,Μάιος,Παγκόσμια Ημέρα Σκλήρυνσης Κατά Πλάκας,
9564cf1f-76e4-40e0-b9df-4796b378a224,25,Μάρτιος,Διεθνής Ημέρα Μνήμης Θυμάτων Δουλεμπορίου,Τιμά όσους υπέφεραν και πέθαναν ως συνέπεια του δουλεμπορίου.
95815a49-46a4-444c-931f-bf6724643482,8,Αύγουστος,Παγκόσμια Ημέρα Οργασμού,
95d32f33-ca7d-433a-86bc-5cea608c0f71,19,Νοέμβριος,Παγκόσμια Ημέρα Δημόσιας Τουαλέτας,
95de6d7f-e103-49b7-86dd-879fd0ff72b1,20,Οκτώβριος,Παγκόσμια Ημέρα Οστεοπόρωσης,Αναδεικνύει τη σημασία αξιόπιστων στατιστικών για τεκμηριωμένες αποφάσεις.
9977174f-35aa-454b-992f-02c67204659a,24,Απρίλιος,Παγκόσμια Ημέρα Κατάργησης των Πειραμάτων σε Ζώα,
9c2d37fe-48b3-45f9-9111-0af98e493c38,6,Ιούνιος,Ημέρα Ρωσικής Γλώσσας στα Ηνωμένα Έθνη,Προωθεί την πολυγλωσσία και την ισότιμη χρήση των επίσημων γλωσσών του ΟΗΕ.
9cc096e5-6514-4e93-82e4-0719256a8b57,30,Απρίλιος,Διεθνής Ημέρα Τζαζ,Αναδεικνύει την τζαζ ως μέσο ειρήνης και διαλόγου.
9e4d1e65-c3ca-4030-94a6-fcaf0f7f0c2c,17,Οκτώβριος,Παγκόσμια Ημέρα Μυοσκελετικού Τραύματος,
9ec3d451-7591-43a0-ba2c-c0c4253e5064,8,Ιούνιος,Παγκόσμια Ημέρα Ωκεανών,Ενημερώνει για τον αντίκτυπο των ανθρώπινων δράσεων στους ωκεανούς.
9f995bfd-4d4c-40db-9cc8-eaa70629d96d,8,Οκτώβριος,Παγκόσμια Ημέρα Ταχυδρομείων,
a4bb651a-9acc-4282-991d-14925d9e2f1b,11,Μάρτιος,Παγκόσμια Ημέρα Νεφρού,
a6b08729-b9f8-491e-b508-746db524229a,1,Ιούνιος,Παγκόσμια Ημέρα Γονέων,Τιμά τους γονείς σε όλο τον κόσμο για την ανιδιοτελή δέσμευσή τους προς τα παιδιά και τη δια βίου θυσία τους.
a75f31e8-c3fa-4aad-b3ec-0aa2acdb5368,5,Μάιος,Διεθνής Ημέρα Μαιών,
a77bdecc-041e-48f2-9866-58b790d87d9e,4,Οκτώβριος,Παγκόσμια Ημέρα των Ζώων,
aba51376-eb70-4bc0-b5d5-9464f15fa58b,17,Απρίλιος,Παγκόσμια Ημέρα Αιμορροφιλίας,
abf07e63-ab8a-4bc2-91a3-68487c59d4b5,4,Ιούνιος,Διεθνής Ημέρα για τα Αθώα Παιδιά Θύματα Επιθέσεων,"Αναγνωρίζει τον πόνο που υφίστανται παιδιά-θύματα σωματικής, ψυχικής και συναισθηματικής κακοποίησης."
ae044cdb-9a52-4268-b036-9769a7facd87,18,Μάρτιος,Διεθνής Ημέρα Κινητοποιήσεων κατά της Κατοχής του Ιράκ,
ae37fd30-6851-4b64-95cc-ebe2e3e91c98,27,Ιανουάριος,Διεθνής Ημέρα Μνήμης Θυμάτων Ολοκαυτώματος,"Η Διεθνής Ημέρα Μνήμης των Θυμάτων του Ολοκαυτώματος ανακηρύχθηκε τον Νοέμβριο του 2005 από τη Γενική Συνέλευση των Ηνωμένων Εθνών. Αποσκοπεί στην απότιση φόρου τιμής στη μνήμη των θυμάτων και στην καταπολέμηση του αντισημιτισμού, του ρατσισμού και άλλων μορφών μισαλλοδοξίας."
b316a0e0-0d29-4475-b5d0-ef8ba085ce0d,21,Μάρτιος,Παγκόσμια Ημέρα Ποίησης,Υιοθετήθηκε από την UNESCO για την υποστήριξη της γλωσσικής ποικιλομορφίας μέσω της ποιητικής έκφρασης.
b332156b-037c-45d6-a9c8-1d405d2ac535,5,Μάρτιος,Διεθνής Ημέρα Ενημέρωσης για τον Αφοπλισμό και τη Μη-Διάδοση,"Καθιερώθηκε το 2022 για την προώθηση της κατανόησης των θεμάτων αφοπλισμού, ιδιαίτερα από τους νέους."
b39619d7-ad5e-4154-bf49-1d2fa68b438b,1,Νοέμβριος,Παγκόσμια Ημέρα Αυστηράς Χορτοφαγίας,
b43a6190-d3a5-41d4-abe5-26aab58cb3ac,5,Φεβρουάριος,Παγκόσμια Ημέρα Ασφαλούς Πλοήγησης στο Διαδίκτυο,
b48d9353-f770-4d40-8b6e-f77d99a02ed5,18,Δεκέμβριος,Διεθνής Ημέρα Μεταναστών,Αναδεικνύει τη συμβολή και τα δικαιώματα των μεταναστών.
b4f468ab-c48d-4e3d-b0e5-7387f57c4f45,26,Ιανουάριος,Διεθνής Ημέρα Καθαρής Ενέργειας,Η Διεθνής Ημέρα Καθαρής Ενέργειας στις 26 Ιανουάριος κηρύχθηκε από τη Γενική Συνέλευση ως έκκληση για την ευαισθητοποίηση και την κινητοποίηση της δράσης για μια δίκαιη και χωρίς αποκλεισμούς μετάβαση στην καθαρή ενέργεια προς όφελος των ανθρώπων και του πλανήτη.
b4fcc83a-cfc2-4928-80dc-c54195580184,23,Απρίλιος,Παγκόσμια Ημέρα Βιβλίου και Πνευματικών Δικαιωμάτων,Προωθεί την ανάγνωση και την πνευματική δημιουργία.
b5a888ea-ea76-4bb3-8f8b-c9ccc64c6d79,20,Ιούνιος,Παγκόσμια Ημέρα Κυματοδρομίας (Σέρφινγκ),
b5c1e051-a87a-4b6c-b8b5-f06d6481e9e0,12,Φεβρουάριος,Διεθνής Ημέρα για την Πρόληψη του Βίαιου Εξτρεμισμού όταν ευνοεί την Τρομοκρατία,Υιοθετήθηκε το 2022 με σκοπό την ευαισθητοποίηση για τις απειλές του βίαιου εξτρεμισμού και την ενίσχυση της διεθνούς συνεργασίας.
bc4681fe-4c08-4eff-a29c-519168489977,13,Φεβρουάριος,Παγκόσμια Ημέρα Ραδιοφώνου,Καθιερώθηκε το 2012. Το ραδιόφωνο θεωρείται ισχυρό μέσο δημοκρατικού διαλόγου και πολιτιστικής έκφρασης.
bf075724-aa22-4bbb-8d64-a754b8044c8f,28,Ιανουάριος,Διεθνής Ημέρα Ειρηνικής Συμβίωσης,
bf5145e3-e812-4838-8bac-978173062ee1,20,Μάρτιος,Διεθνής Ημέρα Αστρολογίας,
c02ac504-f40f-415a-9962-3d97adb5319c,10,Σεπτέμβριος,Παγκόσμια Ημέρα κατά της Αυτοκτονίας,
c0faaebb-317b-4cd9-8469-d8801ecc538b,29,Οκτώβριος,"Παγκόσμια Ημέρα Φροντίδας και Στήριξης ,Ψωρίασης",Αναγνωρίζει τη σημασία των συστημάτων φροντίδας και υποστήριξης.
c165db97-c40f-46dc-92b8-8e0b8bf2c580,4,Οκτώβριος,Παγκόσμια Ημέρα Κατοικίας,
c257eaf2-bb72-46a4-a531-51595a29683f,8,Σεπτέμβριος,Διεθνής Ημέρα για την Εξάλειψη του Αναλφαβητισμού,Τονίζει τη σημασία του αλφαβητισμού για κοινωνική ανάπτυξη.
c468cbf8-85a8-4235-8ce2-37796c282e2f,1,Οκτώβριος,Παγκόσμια Ημέρα Κατοικίας,
c718298b-6030-43ce-b891-1006eab14b64,26,Απρίλιος,Παγκόσμια Ημέρα Διανοητικής Ιδιοκτησίας,
c8129586-fbe3-4601-a031-d9b30b6ecbca,21,Σεπτέμβριος,Παγκόσμια Ημέρα Αλτσχάιμερ,Προωθεί 24 ώρες μη βίας και παγκόσμια ειρηνική συνύπαρξη.
c8843650-6cc2-46a4-a858-ab987f05ce25,9,Αύγουστος,Διεθνής Ημέρα Αυτοχθόνων Λαών του Κόσμου,Ενημερώνει για τις ανάγκες και τα δικαιώματα των αυτοχθόνων λαών.
c89f3edd-2acb-454a-912e-751fb54cd4fe,31,Ιανουάριος,Παγκόσμια Ημέρα κατά της Λέπρας,
c997cdb8-dc2d-421b-881c-57f1ebd6ed0b,13,Φεβρουάριος,Διεθνής Ημέρα Προφυλακτικού,
cb89c4aa-df1b-4697-93b0-06e11f5204ae,24,Οκτώβριος,Ημέρα του ΟΗΕ,Σηματοδοτεί την έναρξη ισχύος του Χάρτη των Ηνωμένων Εθνών το 1945.
cee5080e-50c2-47a8-9225-4983cafd45a0,18,Μάιος,Παγκόσμια Ημέρα Μουσείων,
cf870fc8-4f33-4de0-bb06-1af2e79ef785,1,Μάιος,Παγκόσμια Ημέρα για τη Νομιμοποίηση της Κάνναβης,
cfedf9e9-f3c2-45e1-b4a0-38623911d61b,20,Δεκέμβριος,Διεθνής Ημέρα Ανθρώπινης Αλληλεγγύης,Προωθεί την κουλτούρα αλληλεγγύης και συνεργασίας.
d01991f5-fadb-414f-9777-35530477b0d8,7,Απρίλιος,Διεθνής Ημέρα Μνήμης για τη Γενοκτονία των Τούτσι στη Ρουάντα,Τιμά τη μνήμη των θυμάτων και ενισχύει την ανθεκτικότητα έναντι των διακρίσεων.
d0cd9738-30cd-4b99-a68a-77f145d6b338,27,Μάρτιος,Διεθνής Ημέρα Κοινωνικής Εργασίας,
d27655db-87ce-41fa-9e9f-580e12f97f19,12,Οκτώβριος,Παγκόσμια Ημέρα Αποδημητικών Πτηνών,Ενισχύει την αναγνώριση και την προστασία των αποδημητικών πτηνών.
d49695b0-9118-4f8f-bb7b-d0d56f8cbbda,21,Μάιος,Παγκόσμια Ημέρα Πολιτιστικής Ποικιλομορφίας,Προωθεί τον πολιτιστικό διάλογο και την ένταξη.
d4e6f91d-d006-4070-8401-6257f7b09b94,15,Ιούνιος,Παγκόσμια Ημέρα Ενημέρωσης για την Κακοποίηση των Ηλικιωμένων,Ευαισθητοποιεί για την κακοποίηση και παραμέληση των ηλικιωμένων.
d835deb1-058f-4f60-bcb7-26229042a01f,20,Απρίλιος,Ημέρα Κινεζικής Γλώσσας στα Ηνωμένα Έθνη,Προωθεί την πολυγλωσσία και την πολιτιστική ποικιλομορφία.
d889877b-32eb-496d-b87c-632f697db284,14,Οκτώβριος,Παγκόσμια Ημέρα Όρασης (Κατά της Τύφλωσης),
d8bc5fc4-277a-468f-a65d-9df772555f93,15,Ιούλιος,Παγκόσμια Ημέρα Νεανικών Δεξιοτήτων,Τονίζει τη σημασία δεξιοτήτων για εργασία και επιχειρηματικότητα.
d8ccc937-e0cf-45d6-805b-81184947a57b,1,Δεκέμβριος,Παγκόσμια Ημέρα κατά του AIDS,Ευαισθητοποιεί για το HIV/AIDS και υποστηρίζει την πρόσβαση σε θεραπεία.
d98d0fd9-2338-45ac-9055-b9bce3405bdd,6,Νοέμβριος,Διεθνής Ημέρα για την Αποτροπή της Εκμετάλλευσης του Περιβάλλοντος σε Πολέμους,Αναδεικνύει την ανάγκη προστασίας του περιβάλλοντος σε ένοπλες συγκρούσεις.
d9a42ffc-4d29-4767-a448-96e072621a7f,21,Απρίλιος,Παγκόσμια Ημέρα Δημιουργικότητας και Καινοτομίας,Αναδεικνύει τον ρόλο της δημιουργικότητας στην ανθρώπινη ανάπτυξη.
dc85c830-4d37-41e2-8ded-6f7c902073b0,31,Οκτώβριος,Παγκόσμια Ημέρα Πόλεων,Εστιάζει στη βιώσιμη αστική ανάπτυξη και την παγκόσμια αστικοποίηση.
dcb0b563-448d-4b36-b197-e0b056134e23,11,Ιούλιος,Παγκόσμια Ημέρα Πληθυσμού,Ενημερώνει για δημογραφικά ζητήματα και βιώσιμη ανάπτυξη.
dcca4ad2-4ced-433d-90a5-65e628f87483,20,Οκτώβριος,Διεθνής Ημέρα Ελεγκτών Εναέριας Κυκλοφορίας,Αναδεικνύει τη σημασία αξιόπιστων στατιστικών για τεκμηριωμένες αποφάσεις.
de718c11-e9b8-43eb-9653-afa15148b77f,21,Ιούνιος,Ολυμπιακή Ημέρα,
df4e8f03-7d23-4a8f-83a5-25ed2cef1446,20,Μάρτιος,Διεθνής Ημέρα της Γης,
e0261a79-0601-4a3b-8c94-b4f5a7d63c07,16,Οκτώβριος,Παγκόσμια Ημέρα Τροφίμων,Τιμά την ίδρυση του FAO και προωθεί την επισιτιστική ασφάλεια.
e15f82fd-a1c3-4831-9c6a-e60d453a19ff,30,Αύγουστος,Ημέρα για τα Θύματα των Βίαιων Εξαφανίσεων,Εκφράζει ανησυχία για τις αναγκαστικές εξαφανίσεις παγκοσμίως.
e18acecb-48ec-49bb-a395-426a15b68506,12,Απρίλιος,Διεθνής Ημέρα της Πτήσης του Ανθρώπου στο Διάστημα,Γιορτάζει την έναρξη της διαστημικής εποχής για την ανθρωπότητα.
e2e686c0-c242-4205-aa0b-58d3b95bd793,8,Μάιος,Παγκόσμια Ημέρα Ερυθρού Σταυρού και Ερυθράς Ημισελήνου,
e39c36fc-e5df-4d73-bdac-a47b9f93a496,14,Φεβρουάριος,Παγκόσμια Ημέρα του Γάμου,
e55f8ace-9c0f-4a0b-aa49-114c8266d3f5,21,Νοέμβριος,"Παγκόσμια Ημέρα Φιλοσοφίας,Τηλεόρασης,Χαιρετισμού",
e754a491-ba7e-4227-802e-894206e73357,20,Φεβρουάριος,Παγκόσμια Ημέρα Κοινωνικής Δικαιοσύνης,Καθιερώθηκε το 2007. Η κοινωνική δικαιοσύνη θεωρείται θεμελιώδης για την ειρήνη και την ασφάλεια.
e817cb81-d181-45a1-b1ac-617add0eb9a3,15,Σεπτέμβριος,Διεθνής Ημέρα Δημοκρατίας,Αναδεικνύει τη σημασία της συμμετοχής και της δημοκρατικής διακυβέρνησης.
ea721df1-35a0-4e8c-8bd8-05b9a6080428,2,Φεβρουάριος,Παγκόσμια Ημέρα Υγρότοπων,Η ημέρα σηματοδοτεί την υιοθέτηση της Σύμβασης για τους υγροτόπους στις 2 Φεβρουάριος 1971. Ο ΟΗΕ γιορτάζει τον ζωτικό ρόλο των υγροτόπων στη διασφάλιση της ανθρώπινης υγείας και ευημερίας εν μέσω της κλιματικής αλλαγής.
ea8dfac1-44ba-4fc9-be13-1d1b2ad4ae00,16,Απρίλιος,Διεθνής Ημέρα κατά του Θορύβου,
eaf51d66-7927-4af5-b3d0-6847188d2832,27,Δεκέμβριος,Παγκόσμια Ημέρα Επιδημιολογικής Ετοιμότητας,Τονίζει τη σημασία διεθνούς συνεργασίας για την αντιμετώπιση επιδημιών.
eb18ca93-4ffd-45c4-a811-17af5871afc4,18,Απρίλιος,Παγκόσμια Ημέρα Πολιτιστικής Κληρονομιάς,
ebd4079b-0d84-418c-a205-f3bb0725cf79,22,Μάιος,Διεθνής Ημέρα Βιοποικιλότητας,Ευαισθητοποιεί για τον ουσιαστικό ρόλο της βιοποικιλότητας.
ecc595e5-a0d6-4c04-b1cc-476d903d9240,4,Οκτώβριος,Παγκόσμια Ημέρα Αρχιτεκτονικής,
ef4ee121-d548-47bb-af18-4256219c828a,10,Δεκέμβριος,Ημέρα Ανθρωπίνων Δικαιωμάτων,Τιμά την υιοθέτηση της Οικουμενικής Διακήρυξης των Ανθρωπίνων Δικαιωμάτων.
f0fc7945-f0ae-4401-bf8c-e85d90b84750,20,Μάρτιος,Παγκόσμια Ημέρα Αποχής από το Κρέας,
f10658b2-480b-4000-aaff-81c116f144cf,5,Νοέμβριος,Διεθνής Ημέρα Ενημέρωσης για το Τσουνάμι,Ενισχύει την ενημέρωση και τη μείωση κινδύνου από τσουνάμι.
f14b84e1-ce79-4e0a-a909-a7db71475dc6,3,Μάιος,Παγκόσμια Ημέρα Ελευθερίας του Τύπου,Τονίζει τη σημασία της ελευθερίας της έκφρασης και της ενημέρωσης.
f1cc61d9-c319-44af-88ef-b8dfbcc0c516,1,Οκτώβριος,Διεθνής Ημέρα Ηλικιωμένων,Εστιάζει στις ευκαιρίες και τις προκλήσεις της γήρανσης του πληθυσμού και στην ανάπτυξη μιας κοινωνίας για όλες τις ηλικίες.
f201e762-0c44-4810-867a-605c0fdb4ce4,21,Ιούνιος,Διεθνής Ημέρα Γιόγκα,Ενημερώνει για τα σωματικά και ψυχικά οφέλη της γιόγκα.
f2cfe109-ca6b-4ba8-a3e8-b0e6cae16b5f,13,Αύγουστος,Παγκόσμια Ημέρα Αριστερόχειρων,Αναγνωρίζει τον ρόλο των νέων στη σύγχρονη παγκόσμια κοινωνία.
f30eb152-3af0-4cbf-a04f-860b0873006b,2,Μάιος,Παγκόσμια Ημέρα Γέλιου,Ευαισθητοποιεί για τη βιώσιμη διαχείριση των αποθεμάτων τόνου.
f34c9ae1-c60a-4b0c-9a27-626e36af4b80,21,Φεβρουάριος,Παγκόσμια Ημέρα Ξεναγού,
f55ed07a-90da-4f8b-97e7-929c6906cf55,1,Μάρτιος,Ημέρα Μηδενικών Διακρίσεων,Η 1η Μάρτιος έχει καθιερωθεί ως Ημέρα Μηδενικών Διακρίσεων με σκοπό την ανάδειξη του δικαιώματος κάθε ανθρώπου να ζει μια πλήρη και παραγωγική ζωή με αξιοπρέπεια.
f5f71c48-e6c4-4320-a07b-3680ee2c5b9a,1,Οκτώβριος,Παγκόσμια Ημέρα Αρχιτεκτονικής,
f7176381-99e0-4328-a29b-eccc6a6c4d56,5,Σεπτέμβριος,Διεθνής Ημέρα Φιλανθρωπίας,Αναγνωρίζει τον ρόλο της φιλανθρωπίας στην ανακούφιση ανθρωπιστικών κρίσεων.
f89b60ce-ec74-4806-9392-c89197f5e576,20,Ιούλιος,Παγκόσμια Ημέρα Σκακιού,"Προωθεί τον διάλογο, τη φιλία και την ειρήνη μέσω του σκακιού."
fa4afed8-d07b-4abc-abd8-58b5474a738d,30,Ιούλιος,Διεθνής Ημέρα Φιλίας,Αναδεικνύει τη φιλία ως γέφυρα ειρήνης μεταξύ λαών και πολιτισμών.
fa5d3107-3e82-46ca-b5c2-aab9a3448c1c,26,Ιούνιος,Διεθνής Ημέρα κατά των Βασανιστηρίων,
fa891e2b-5a71-4677-b348-1b180ab87307,21,Φεβρουάριος,Διεθνής Ημέρα Μητρικής Γλώσσας,"Αποσκοπεί στην προώθηση της γλωσσικής ποικιλομορφίας, του διαπολιτισμικού διαλόγου και της ποιοτικής εκπαίδευσης για όλους."
fba69a40-384f-4fce-b83d-7b20d4ed4056,12,Ιούνιος,Παγκόσμια Ημέρα κατά της Παιδικής Εργασίας,Ενισχύει το παγκόσμιο κίνημα για την εξάλειψη της παιδικής εργασίας.
fbafdd48-0fee-4a71-a870-1e8161ec04a9,6,Απρίλιος,Παγκόσμια Ημέρα Αθλητισμού για την Ανάπτυξη και την Ειρήνη,Αναδεικνύει τον ρόλο του αθλητισμού στην κοινωνική ανάπτυξη και τα ανθρώπινα δικαιώματα.
fca1ba7e-c1dc-4f0a-bb35-b3604d5d17af,12,Μάιος,Διεθνής Ημέρα Αδελφών Νοσοκόμων,
fd8224c3-b3dc-45bd-a180-b138c4205faa,20,Αύγουστος,Παγκόσμια Ημέρα κατά των Κουνουπιών,
fdc77214-f210-4b29-9cc4-85c030e240a9,21,Ιανουάριος,Παγκόσμια Ημέρα Αγκαλιάς,Η Παγκόσμια Ημέρα Αγκαλιάς γιορτάζεται κάθε χρόνο στις 21 Ιανουάριος και έχει ως στόχο να προωθήσει τη θετική ενέργεια και τη σύνδεση μεταξύ των ανθρώπων μέσω της απλής πράξης της αγκαλιάς.
fdd91047-b553-40f9-82a1-a95f45f8c839,28,Ιούλιος,Παγκόσμια Ημέρα Ηπατίτιδας,"Προωθεί τον διάλογο, τη φιλία και την ειρήνη μέσω του σκακιού."
